Beef,Bread,Chocolate,Coffee,Corn,Cotton,Common Flour,Flour Middling,Artisan Flour,Indigo,Iron Bar,Leather Sole,Molasses,Pepper,Pork,Rice,Rum,Sugar,Sugar Subsitute,Tar,Tea,Tobacco,Turpentine,Wheat,Wine
1.0,0.9248899810848202,0.8703878801206938,0.8430261251231949,0.9014444530687433,0.9408920445444765,0.8986289861407415,0.9063654963580732,0.9170822764861198,0.9073975165995434,0.9197814610545753,0.9442051495237221,0.6899833037660827,0.7527824248853218,0.9475413216818975,0.9174905633997171,0.782590026729992,0.8891166768067466,0.9087644515083683,0.7940450068019421,0.7583212971095104,0.8908976802506701,0.6900220070394933,0.8798168335559818,0.9050058366829201
0.9248899810848202,1.0,0.8585083604157,0.8573716060731711,0.9262868980372158,0.9141872368570769,0.9646107609528799,0.9652441696852868,0.9702409670108415,0.9262164035005033,0.9246644196454794,0.9480151137946541,0.6232947141152807,0.6704733554800059,0.9077260535986654,0.8755094423289341,0.7365304119413104,0.8551249269945377,0.9061582230850594,0.7763975987489202,0.6714425647206167,0.9295880276225308,0.6018370333381345,0.9443488819435408,0.8727673974571495
0.8703878801206938,0.8585083604157,1.0,0.8714094634163851,0.8916270226477527,0.8863165793162763,0.8297994910543869,0.8358266040307829,0.8610431370282852,0.8947746495214658,0.9587278499538964,0.9217526981151486,0.8173353385745308,0.853130954562041,0.912045235072457,0.9170773554471576,0.9005289470340295,0.9267422639693564,0.9332956057846147,0.9335023587820462,0.8533154373546524,0.8545136833442136,0.8130660994273688,0.8353018099142668,0.9295817400086883
0.8430261251231949,0.8573716060731711,0.8714094634163851,1.0,0.8892479246691537,0.9293945745174678,0.8702625105802494,0.8724647530903265,0.8840681717961913,0.8718565222389518,0.9101550354562078,0.921221432110189,0.6801561237931659,0.7672413305657528,0.8372437793224959,0.8288315237936408,0.7654754701796015,0.9022540553225217,0.936435296530101,0.7925997751258252,0.72424749981168,0.8417054471093484,0.5631680399987053,0.8839147933792835,0.8995192539579265
0.9014444530687433,0.9262868980372158,0.8916270226477527,0.8892479246691537,1.0,0.9001996167630033,0.932917211843061,0.9354056625311915,0.9454208122845141,0.9345230272373235,0.9413671250256729,0.9505242038429966,0.6404179941652183,0.7135424072946178,0.8899743123559068,0.8638066709617456,0.7486878207018344,0.876814227680455,0.914442963108374,0.8191664292919093,0.711703185457327,0.9164955904560255,0.6020939120678667,0.9252956585079951,0.8731312403851522
0.9408920445444765,0.9141872368570769,0.8863165793162763,0.9293945745174678,0.9001996167630033,1.0,0.9085691306899452,0.9110299809816091,0.9251018093482403,0.9175754758729344,0.9227339023745947,0.9568961537260077,0.6686411318461806,0.7503242418508477,0.9123649986860959,0.8874143197357064,0.7654511077166835,0.8966858916365164,0.9276625082205932,0.7727182868582255,0.7232275032668999,0.9003967149937553,0.620683153440142,0.9063897815820767,0.9156912054360712
0.8986289861407415,0.9646107609528799,0.8297994910543869,0.8702625105802494,0.932917211843061,0.9085691306899452,1.0,0.9905437800469482,0.9949063127190854,0.9291641273571751,0.9086297101639332,0.9550631218964508,0.5573594322711405,0.6186147531367612,0.8865683041214809,0.8391652417659917,0.6833462682560433,0.8381621591666024,0.9049850467225394,0.7339939045663058,0.5974762515796036,0.9254852677225027,0.5525817521150842,0.9847977065307516,0.8537501339558277
0.9063654963580732,0.9652441696852868,0.8358266040307829,0.8724647530903265,0.9354056625311915,0.9110299809816091,0.9905437800469482,1.0,0.9891109981966807,0.9272259632008575,0.9093917773380099,0.9521261681657682,0.5668387287804374,0.6367323298855204,0.8946818898778228,0.845539063842038,0.6929213998630699,0.84176226765041,0.9046115445409053,0.739376252870605,0.6155933426038229,0.9187183784694908,0.571382331117453,0.9835814878811652,0.863450628964004
0.9170822764861198,0.9702409670108415,0.8610431370282852,0.8840681717961913,0.9454208122845141,0.9251018093482403,0.9949063127190854,0.9891109981966807,1.0,0.9454438853492232,0.9331629468196962,0.9704948258833486,0.5865181239714523,0.6538044370888616,0.9053310429843098,0.8661749497163725,0.7133685797766914,0.8634226307337349,0.9233319367527126,0.7687477108813672,0.6384404146144123,0.9416889124730992,0.5902941120758652,0.9820359951721589,0.8805442465078979
0.9073975165995434,0.9262164035005033,0.8947746495214658,0.8718565222389518,0.9345230272373235,0.9175754758729344,0.9291641273571751,0.9272259632008575,0.9454438853492232,1.0,0.9551344091711889,0.9670070567786304,0.6128070613896681,0.6891940902594216,0.9274955891748865,0.8961718485706451,0.7306083948419376,0.8568162223074752,0.9051170807518145,0.8002805895678609,0.6788866641685587,0.9694023698392495,0.6470866098137665,0.923570923684501,0.894351095392312
0.9197814610545753,0.9246644196454794,0.9587278499538964,0.9101550354562078,0.9413671250256729,0.9227339023745947,0.9086297101639332,0.9093917773380099,0.9331629468196962,0.9551344091711889,1.0,0.9710743088934003,0.7756883776446556,0.814044851720155,0.9360548056639142,0.9452605244676323,0.8665302233823755,0.9492601188696229,0.9692769766365366,0.91387605039825,0.8309624426680564,0.9300652116238532,0.7574718509661039,0.9087304750164077,0.9529407224138501
0.9442051495237221,0.9480151137946541,0.9217526981151486,0.921221432110189,0.9505242038429966,0.9568961537260077,0.9550631218964508,0.9521261681657682,0.9704948258833486,0.9670070567786304,0.9710743088934003,1.0,0.6841817377437662,0.7614498377274876,0.9455014002106839,0.9261276542546615,0.7910714701945923,0.9217692864462415,0.958877009384926,0.8402846403026706,0.7436862604706458,0.9505406743252375,0.6857351721038969,0.9526355867671348,0.9359587473905753
0.6899833037660827,0.6232947141152807,0.8173353385745308,0.6801561237931659,0.6404179941652183,0.6686411318461806,0.5573594322711405,0.5668387287804374,0.5865181239714523,0.6128070613896681,0.7756883776446556,0.6841817377437662,1.0,0.8903486981936912,0.7337396490322734,0.8342293659288739,0.9557595487287102,0.8589785124232949,0.8052069470978214,0.8745764845120684,0.9291555638870669,0.5404110740984729,0.8611501167228836,0.5821094298338603,0.7924278462404956
0.7527824248853218,0.6704733554800059,0.853130954562041,0.7672413305657528,0.7135424072946178,0.7503242418508477,0.6186147531367612,0.6367323298855204,0.6538044370888616,0.6891940902594216,0.814044851720155,0.7614498377274876,0.8903486981936912,1.0,0.8264857808200401,0.8466653023718245,0.9314912442279172,0.9038918520827895,0.8343972299758363,0.8813491896987963,0.9432719827684186,0.6089149690874465,0.8716926631727451,0.6379063084879094,0.8977247793243988
0.9475413216818975,0.9077260535986654,0.912045235072457,0.8372437793224959,0.8899743123559068,0.9123649986860959,0.8865683041214809,0.8946818898778228,0.9053310429843098,0.9274955891748865,0.9360548056639142,0.9455014002106839,0.7337396490322734,0.8264857808200401,1.0,0.927393974075551,0.8379715238828723,0.901796727421924,0.9146551952309757,0.8395289458779209,0.7894187746483239,0.8881561318619015,0.7917622556160944,0.8759322551790556,0.9475990978660491
0.9174905633997171,0.8755094423289341,0.9170773554471576,0.8288315237936408,0.8638066709617456,0.8874143197357064,0.8391652417659917,0.845539063842038,0.8661749497163725,0.8961718485706451,0.9452605244676323,0.9261276542546615,0.8342293659288739,0.8466653023718245,0.927393974075551,1.0,0.8979603506729132,0.9476681696771796,0.9344179952145644,0.9136898855148766,0.8736620564907579,0.8601949994668777,0.8325608327714528,0.8438822898218167,0.9277173712844571
0.782590026729992,0.7365304119413104,0.9005289470340295,0.7654754701796015,0.7486878207018344,0.7654511077166835,0.6833462682560433,0.6929213998630699,0.7133685797766914,0.7306083948419376,0.8665302233823755,0.7910714701945923,0.9557595487287102,0.9314912442279172,0.8379715238828723,0.8979603506729132,1.0,0.918749787788309,0.879533265157078,0.9373617680065973,0.9482071569410802,0.6584451096259892,0.8966495337136653,0.6988975980135208,0.8858228064240203
0.8891166768067466,0.8551249269945377,0.9267422639693564,0.9022540553225217,0.876814227680455,0.8966858916365164,0.8381621591666024,0.84176226765041,0.8634226307337349,0.8568162223074752,0.9492601188696229,0.9217692864462415,0.8589785124232949,0.9038918520827895,0.901796727421924,0.9476681696771796,0.918749787788309,1.0,0.9731153808855908,0.9204289757349156,0.9017616680495365,0.8185401609073665,0.7978839977996074,0.8455671447960807,0.9511918819532115
0.9087644515083683,0.9061582230850594,0.9332956057846147,0.936435296530101,0.914442963108374,0.9276625082205932,0.9049850467225394,0.9046115445409053,0.9233319367527126,0.9051170807518145,0.9692769766365366,0.958877009384926,0.8052069470978214,0.8343972299758363,0.9146551952309757,0.9344179952145644,0.879533265157078,0.9731153808855908,1.0,0.8964415495587219,0.8351221087443873,0.8703511240183848,0.744422005896758,0.908314040652511,0.9496853392653716
0.7940450068019421,0.7763975987489202,0.9335023587820462,0.7925997751258252,0.8191664292919093,0.7727182868582255,0.7339939045663058,0.739376252870605,0.7687477108813672,0.8002805895678609,0.91387605039825,0.8402846403026706,0.8745764845120684,0.8813491896987963,0.8395289458779209,0.9136898855148766,0.9373617680065973,0.9204289757349156,0.8964415495587219,1.0,0.9251739820246081,0.7599757003661695,0.8664079824182152,0.7409609786088973,0.8958475847573901
0.7583212971095104,0.6714425647206167,0.8533154373546524,0.72424749981168,0.711703185457327,0.7232275032668999,0.5974762515796036,0.6155933426038229,0.6384404146144123,0.6788866641685587,0.8309624426680564,0.7436862604706458,0.9291555638870669,0.9432719827684186,0.7894187746483239,0.8736620564907579,0.9482071569410802,0.9017616680495365,0.8351221087443873,0.9251739820246081,1.0,0.6223580437948487,0.8923678906825954,0.6142060243700295,0.8680197329415195
0.8908976802506701,0.9295880276225308,0.8545136833442136,0.8417054471093484,0.9164955904560255,0.9003967149937553,0.9254852677225027,0.9187183784694908,0.9416889124730992,0.9694023698392495,0.9300652116238532,0.9505406743252375,0.5404110740984729,0.6089149690874465,0.8881561318619015,0.8601949994668777,0.6584451096259892,0.8185401609073665,0.8703511240183848,0.7599757003661695,0.6223580437948487,1.0,0.5678415284206055,0.9088108972364802,0.8492429029608392
0.6900220070394933,0.6018370333381345,0.8130660994273688,0.5631680399987053,0.6020939120678667,0.620683153440142,0.5525817521150842,0.571382331117453,0.5902941120758652,0.6470866098137665,0.7574718509661039,0.6857351721038969,0.8611501167228836,0.8716926631727451,0.7917622556160944,0.8325608327714528,0.8966495337136653,0.7978839977996074,0.744422005896758,0.8664079824182152,0.8923678906825954,0.5678415284206055,1.0,0.5723563702629559,0.8198732204786616
0.8798168335559818,0.9443488819435408,0.8353018099142668,0.8839147933792835,0.9252956585079951,0.9063897815820767,0.9847977065307516,0.9835814878811652,0.9820359951721589,0.923570923684501,0.9087304750164077,0.9526355867671348,0.5821094298338603,0.6379063084879094,0.8759322551790556,0.8438822898218167,0.6988975980135208,0.8455671447960807,0.908314040652511,0.7409609786088973,0.6142060243700295,0.9088108972364802,0.5723563702629559,1.0,0.8608112840693967
0.9050058366829201,0.8727673974571495,0.9295817400086883,0.8995192539579265,0.8731312403851522,0.9156912054360712,0.8537501339558277,0.863450628964004,0.8805442465078979,0.894351095392312,0.9529407224138501,0.9359587473905753,0.7924278462404956,0.8977247793243988,0.9475990978660491,0.9277173712844571,0.8858228064240203,0.9511918819532115,0.9496853392653716,0.8958475847573901,0.8680197329415195,0.8492429029608392,0.8198732204786616,0.8608112840693967,1.0
